treat   id  lfdn    task    choibio csn choice0 clar0   fish0   bio0    coast0  lit0    cost0   choice1 clar1   fish1   bio1    coast1  lit1    cost1   choice2 clar2   fish2   bio2    coast2  lit2    cost2   choice3 clar3   fish3   bio3    coast3  lit3    cost3   choice4 clar4   fish4   bio4    coast4  lit4    cost4   choice5 clar5   fish5   bio5    coast5  lit5    cost5   cset    choi    match   externallfdn   duration    block   pos1    pos2    pos3    pos4    pos5    pos6    pos7    pos8    pos9    pos10   pos11   pos12   p0003  v1 v2 v3 v4 v5 v6 v7 v8 v9 v11    v12    v13    v14    v15    v16    v17    v18    v20    v341   v342   v343   v344   v345   v346   v347   v348   v350   v351   v352   v353   v354   v355   v356   v357   v358   v359   v360   v361   v362   v363   v364   v365   v366   v367   v368   v369   v370   v371   v372   v373   v374   v375   v377   v380   pos13   pos14   pos15   pos16   same1   same2   same3   same4   same5   same6   same7   same8   sameall    blockNG
4   158 179 8   1   2528    1   0   0   0   0   0   0   0   0   1   0   1   3   25  0   3   0   3   0   0   50  0   1   0   1   1   2   160 0   2   1   1   0   1   160 0   0   0   0   0   0   0   32  1   0   0   716 14  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   5   2   1   0   0   1   0   0   5   -66 0   0   0   0   0   0   1   3   1   6   2   5   4   3   1   2   2   3   2   3   2   3   4   3   3   3   3   3   4   3   2   2   3   4   2   4   1959    1   3   2 2   36460   2   0   0   0   0   0   0   0   0   0   1   1   0   2   2
4   158 179 9   4   2514    0   0   0   0   0   0   0   0   1   0   1   0   2   110 0   1   0   1   0   2   110 1   0   0   2   0   3   25  0   3   1   3   1   0   80  0   0   0   0   0   0   0   2   4   1   0   716 14  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   5   2   1   0   0   1   0   0   5   -66 0   0   0   0   0   0   1   3   1   6   2   5   4   3   1   2   2   3   2   3   2   3   4   3   3   3   3   3   4   3   2   2   3   4   2   4   1959    1   3   2 2   36460   2   0   0   0   0   0   0   0   0   0   1   1   0   2   2
4   158 179 12  5   2519    0   0   0   0   0   0   0   0   1   1   1   0   1   160 0   2   1   2   1   2   300 0   3   0   3   1   0   80  1   0   1   0   0   3   10  0   0   0   0   0   0   0   13  5   1   0   716 14  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   5   2   1   0   0   1   0   0   5   -66 0   0   0   0   0   0   1   3   1   6   2   5   4   3   1   2   2   3   2   3   2   3   4   3   3   3   3   3   4   3   2   2   3   4   2   4   1959    1   3   2 2   36460   2   0   0   0   0   0   0   0   0   0   1   1   0   2   2
4   158 179 14  2   2524    0   0   0   0   0   0   0   1   3   1   0   1   0   25  0   2   1   1   1   2   220 0   0   0   3   0   3   25  0   1   0   1   1   1   110 0   0   0   0   0   0   0   29  2   1   0   716 14  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   5   2   1   0   0   1   0   0   5   -66 0   0   0   0   0   0   1   3   1   6   2   5   4   3   1   2   2   3   2   3   2   3   4   3   3   3   3   3   4   3   2   2   3   4   2   4   1959    1   3   2 2   36460   2   0   0   0   0   0   0   0   0   0   1   1   0   2   2
4   158 179 15  3   2525    0   0   0   0   0   0   0   0   3   0   3   1   2   220 1   0   1   0   0   3   10  0   2   0   1   1   1   220 0   1   0   1   1   0   110 0   0   0   0   0   0   0   30  3   1   0   716 14  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   5   2   1   0   0   1   0   0   5   -66 0   0   0   0   0   0   1   3   1   6   2   5   4   3   1   2   2   3   2   3   2   3   4   3   3   3   3   3   4   3   2   2   3   4   2   4   1959    1   3   2 2   36460   2   0   0   0   0   0   0   0   0   0   1   1   0   2   2
4   159 181 1   5   2530    0   0   0   0   0   0   0   0   1   1   3   0   0   25  0   0   1   2   0   1   110 0   3   0   0   1   3   50  1   2   1   2   0   2   220 0   0   0   0   0   0   0   3   5   1   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 2   4   2532    0   0   0   0   0   0   0   0   1   0   2   1   1   110 0   1   0   3   1   0   25  1   1   0   2   1   2   160 0   3   1   0   0   3   25  0   0   0   0   0   0   0   8   4   1   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 3   3   2533    0   0   0   0   0   0   0   0   0   1   0   0   2   10  1   3   0   3   1   3   300 0   2   1   1   1   1   300 0   1   0   1   0   1   160 0   0   0   0   0   0   0   9   3   1   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 4   2   2536    0   0   0   0   0   0   0   1   3   1   0   0   3   80  0   0   0   3   1   0   10  0   1   0   1   0   1   110 0   2   0   2   1   1   220 0   0   0   0   0   0   0   16  2   0   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 5   2   2538    0   0   0   0   0   0   0   1   3   1   3   0   3   300 0   3   0   0   1   0   10  0   0   1   2   0   2   160 0   1   1   2   1   2   300 0   0   0   0   0   0   0   17  2   0   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 6   4   2540    0   0   0   0   0   0   0   0   1   0   1   0   2   80  0   1   0   1   0   3   80  1   0   0   2   0   3   50  0   3   1   3   1   0   50  0   0   0   0   0   0   0   19  4   1   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 7   1   2541    1   0   0   0   0   0   0   0   2   0   1   0   2   300 0   1   1   1   0   1   300 0   2   1   2   1   0   300 0   0   0   0   0   0   50  0   0   0   0   0   0   0   21  1   0   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 8   2   2544    0   0   0   0   0   0   0   1   0   0   3   1   3   50  0   1   1   1   0   1   110 0   3   1   1   0   0   25  0   2   1   0   1   2   160 0   0   0   0   0   0   0   24  2   0   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 9   5   2529    0   0   0   0   0   0   0   0   1   1   3   0   0   25  0   0   1   2   0   1   110 0   3   0   0   1   3   50  1   2   1   2   0   2   220 0   0   0   0   0   0   0   3   5   1   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 10  1   2531    1   0   0   0   0   0   0   0   1   0   2   1   1   110 0   1   0   3   1   0   25  0   1   0   2   1   2   160 0   3   1   0   0   3   25  0   0   0   0   0   0   0   8   1   1   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 11  3   2534    0   0   0   0   0   0   0   0   0   1   0   0   2   10  1   3   0   3   1   3   300 0   2   1   1   1   1   300 0   1   0   1   0   1   160 0   0   0   0   0   0   0   9   3   1   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   159 181 14  4   2539    0   0   0   0   0   0   0   0   1   0   1   0   2   80  0   1   0   1   0   3   80  1   0   0   2   0   3   50  0   3   1   3   1   0   50  0   0   0   0   0   0   0   19  4   1   0   2498    16  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   2   2   0   0   0   1   0   0   2   -66 0   0   0   0   0   0   2   8   4   3   4   2   5   1   6   5   5   5   5   5   2   4   3   3   4   2   4   4   4   2   3   5   4   2   1   3   1959    1   1   0 3   49716   1   0   0   0   0   1   0   1   0   0   1   0   0   3   4
4   160 182 1   3   2545    0   0   0   0   0   0   0   0   2   0   2   1   1   220 1   2   1   2   1   1   220 0   0   1   3   1   0   10  0   3   0   0   0   3   25  0   0   0   0   0   0   0   1   3   1   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 2   3   2547    0   0   0   0   0   0   0   0   1   0   2   1   1   110 1   3   1   2   0   3   80  0   0   0   2   1   2   80  0   0   0   2   1   2   50  0   0   0   0   0   0   0   12  3   0   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 3   2   2549    0   0   0   0   0   0   0   1   2   1   2   1   2   300 0   3   1   0   1   0   25  0   2   1   0   1   0   110 0   0   0   3   0   3   25  0   0   0   0   0   0   0   14  2   0   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 4   4   2551    0   0   0   0   0   0   0   0   1   1   2   0   1   160 0   3   0   0   1   3   50  1   2   1   2   0   2   220 0   0   1   3   0   1   10  0   0   0   0   0   0   0   15  4   1   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 5   5   2553    0   0   0   0   0   0   0   0   0   1   0   1   3   25  0   2   1   1   0   2   220 0   3   0   3   0   0   50  1   2   1   2   1   2   300 0   0   0   0   0   0   0   18  5   1   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 6   3   2555    0   0   0   0   0   0   0   0   3   1   0   1   0   10  1   1   0   1   0   2   160 0   2   0   1   0   1   160 0   0   0   3   0   3   50  0   0   0   0   0   0   0   20  3   0   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 7   3   2558    0   0   0   0   0   0   0   0   3   0   0   1   3   50  1   2   1   2   0   2   220 0   0   1   3   0   1   25  0   1   1   2   0   0   80  0   0   0   0   0   0   0   25  3   1   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 8   4   2560    0   0   0   0   0   0   0   0   2   0   3   1   0   50  0   1   0   2   1   1   160 1   3   1   0   0   3   50  0   1   0   2   1   2   160 0   0   0   0   0   0   0   31  4   0   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 9   3   2546    0   0   0   0   0   0   0   0   2   0   2   1   1   220 1   2   1   2   1   1   220 0   0   1   3   1   0   10  0   3   0   0   0   3   25  0   0   0   0   0   0   0   1   3   1   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 12  4   2552    0   0   0   0   0   0   0   0   1   1   2   0   1   160 0   3   0   0   1   3   50  1   2   1   2   0   2   220 0   0   1   3   0   1   10  0   0   0   0   0   0   0   15  4   1   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 13  5   2554    0   0   0   0   0   0   0   0   0   1   0   1   3   25  0   2   1   1   0   2   220 0   3   0   3   0   0   50  1   2   1   2   1   2   300 0   0   0   0   0   0   0   18  5   1   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   160 182 15  4   2557    0   0   0   0   0   0   0   0   3   0   0   1   3   50  0   2   1   2   0   2   220 1   0   1   3   0   1   25  0   1   1   2   0   0   80  0   0   0   0   0   0   0   25  4   1   0   497 15  0   0   0   0   0   0   0   0   0   0   0   0   424610    1   10  2   1   0   0   1   0   0   1   -66 0   0   0   0   0   0   1   9   7   1   3   2   4   5   6   4   5   5   5   4   2   4   4   2   4   4   2   4   3   3   3   4   4   3   2   3   1959    1   2   0 4   2979    6   0   0   0   0   1   0   0   1   1   0   0   0   3   3
4   161 183 1   2   2561    0   0   0   0   0   0   0   1   0   1   3   0   0   10  0   2   1   2   0   2   300 0   2   1   2   1   2   300 0   3   0   0   1   3   110 0   0   0   0   0   0   0   5   2   0   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 2   5   2564    0   0   0   0   0   0   0   0   1   1   1   1   1   220 0   1   0   0   1   1   80  0   3   1   3   0   3   220 1   0   0   3   1   0   10  0   0   0   0   0   0   0   6   5   1   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 3   4   2566    0   0   0   0   0   0   0   0   2   1   1   0   0   160 0   0   0   3   1   3   80  1   3   1   0   0   0   10  0   2   1   1   0   2   220 0   0   0   0   0   0   0   7   4   1   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 4   4   2567    0   0   0   0   0   0   0   0   2   0   0   0   2   110 0   2   0   0   0   2   110 1   0   1   3   1   0   10  0   3   0   3   0   3   220 0   0   0   0   0   0   0   10  4   0   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 5   3   2569    0   0   0   0   0   0   0   0   0   0   1   0   1   80  1   2   0   0   0   0   10  0   1   0   1   0   2   220 0   3   1   3   1   3   300 0   0   0   0   0   0   0   22  3   0   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 6   1   2571    1   0   0   0   0   0   0   0   0   1   1   1   3   80  0   3   0   3   0   0   25  0   1   1   0   1   2   110 0   1   1   0   1   1   80  0   0   0   0   0   0   0   23  1   1   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 7   1   2573    1   0   0   0   0   0   0   0   3   0   3   0   0   50  0   0   1   2   1   3   50  0   2   0   1   0   1   110 0   2   0   1   0   1   80  0   0   0   0   0   0   0   27  1   0   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 8   4   2575    0   0   0   0   0   0   0   0   2   0   2   1   2   220 0   3   1   3   0   0   50  1   1   0   0   1   3   10  0   1   0   1   1   1   110 0   0   0   0   0   0   0   28  4   1   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 10  5   2563    0   0   0   0   0   0   0   0   1   1   1   1   1   220 0   1   0   0   1   1   80  0   3   1   3   0   3   220 1   0   0   3   1   0   10  0   0   0   0   0   0   0   6   5   1   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 11  4   2565    0   0   0   0   0   0   0   0   2   1   1   0   0   160 0   0   0   3   1   3   80  1   3   1   0   0   0   10  0   2   1   1   0   2   220 0   0   0   0   0   0   0   7   4   1   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 14  3   2572    0   0   0   0   0   0   0   0   0   1   1   1   3   80  1   3   0   3   0   0   25  0   1   1   0   1   2   110 0   1   1   0   1   1   80  0   0   0   0   0   0   0   23  3   1   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   161 183 16  4   2576    0   0   0   0   0   0   0   0   2   0   2   1   2   220 0   3   1   3   0   0   50  1   1   0   0   1   3   10  0   1   0   1   1   1   110 0   0   0   0   0   0   0   28  4   1   0   959 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    3   7   2   1   0   0   1   0   0   4   -66 0   0   0   0   0   0   5   9   9   2   5   3   4   6   1   3   1   4   3   4   1   4   3   1   3   3   1   1   1   3   5   2   4   4   1   5   1951    2   1   0 4   1069    1   0   0   0   0   0   1   1   0   0   0   0   1   3   1
4   164 186 1   3   2610    0   0   0   0   0   0   0   0   0   1   3   0   0   10  1   2   1   2   0   2   300 0   2   1   2   1   2   300 0   3   0   0   1   3   110 0   0   0   0   0   0   0   5   3   0   0   469 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   5   2   1   0   0   1   0   0   2   -66 0   0   0   0   0   0   1   3   4   0   2   1   0   0   0   3   3   3   3   3   1   2   5   1   1   1   2   2   3   3   4   3   3   3   3   3   1975    2   4   2 2   33729   6   0   0   0   0   0   0   0   0   0   0   0   0   0   1
4   164 186 2   2   2611    0   0   0   0   0   0   0   1   1   1   1   1   1   220 0   1   0   0   1   1   80  0   3   1   3   0   3   220 0   0   0   3   1   0   10  0   0   0   0   0   0   0   6   2   1   0   469 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   5   2   1   0   0   1   0   0   2   -66 0   0   0   0   0   0   1   3   4   0   2   1   0   0   0   3   3   3   3   3   1   2   5   1   1   1   2   2   3   3   4   3   3   3   3   3   1975    2   4   2 2   33729   6   0   0   0   0   0   0   0   0   0   0   0   0   0   1
4   164 186 3   2   2614    0   0   0   0   0   0   0   1   2   1   1   0   0   160 0   0   0   3   1   3   80  0   3   1   0   0   0   10  0   2   1   1   0   2   220 0   0   0   0   0   0   0   7   2   0   0   469 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   5   2   1   0   0   1   0   0   2   -66 0   0   0   0   0   0   1   3   4   0   2   1   0   0   0   3   3   3   3   3   1   2   5   1   1   1   2   2   3   3   4   3   3   3   3   3   1975    2   4   2 2   33729   6   0   0   0   0   0   0   0   0   0   0   0   0   0   1
4   164 186 4   5   2616    0   0   0   0   0   0   0   0   2   0   0   0   2   110 0   2   0   0   0   2   110 0   0   1   3   1   0   10  1   3   0   3   0   3   220 0   0   0   0   0   0   0   10  5   0   0   469 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   5   2   1   0   0   1   0   0   2   -66 0   0   0   0   0   0   1   3   4   0   2   1   0   0   0   3   3   3   3   3   1   2   5   1   1   1   2   2   3   3   4   3   3   3   3   3   1975    2   4   2 2   33729   6   0   0   0   0   0   0   0   0   0   0   0   0   0   1
4   164 186 5   3   2617    0   0   0   0   0   0   0   0   0   0   1   0   1   80  1   2   0   0   0   0   10  0   1   0   1   0   2   220 0   3   1   3   1   3   300 0   0   0   0   0   0   0   22  3   1   0   469 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   5   2   1   0   0   1   0   0   2   -66 0   0   0   0   0   0   1   3   4   0   2   1   0   0   0   3   3   3   3   3   1   2   5   1   1   1   2   2   3   3   4   3   3   3   3   3   1975    2   4   2 2   33729   6   0   0   0   0   0   0   0   0   0   0   0   0   0   1
4   164 186 6   2   2619    0   0   0   0   0   0   0   1   0   1   1   1   3   80  0   3   0   3   0   0   25  0   1   1   0   1   2   110 0   1   1   0   1   1   80  0   0   0   0   0   0   0   23  2   1   0   469 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   5   2   1   0   0   1   0   0   2   -66 0   0   0   0   0   0   1   3   4   0   2   1   0   0   0   3   3   3   3   3   1   2   5   1   1   1   2   2   3   3   4   3   3   3   3   3   1975    2   4   2 2   33729   6   0   0   0   0   0   0   0   0   0   0   0   0   0   1
4   164 186 7   4   2621    0   0   0   0   0   0   0   0   3   0   3   0   0   50  0   0   1   2   1   3   50  1   2   0   1   0   1   110 0   2   0   1   0   1   80  0   0   0   0   0   0   0   27  4   0   0   469 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   5   2   1   0   0   1   0   0   2   -66 0   0   0   0   0   0   1   3   4   0   2   1   0   0   0   3   3   3   3   3   1   2   5   1   1   1   2   2   3   3   4   3   3   3   3   3   1975    2   4   2 2   33729   6   0   0   0   0   0   0   0   0   0   0   0   0   0   1
4   164 186 8   2   2623    0   0   0   0   0   0   0   1   2   0   2   1   2   220 0   3   1   3   0   0   50  0   1   0   0   1   3   10  0   1   0   1   1   1   110 0   0   0   0   0   0   0   28  2   1   0   469 13  0   0   0   0   0   0   0   0   0   0   0   0   424610    2   5   2   1   0   0   1   0   0   2   -66 0   0   0   0   0   0   1   3   4   0   2   1   0   0   0   3   3   3   3   3   1   2   5   1   1   1   2   2   3   3   4   3   3   3   3   3   1975    2   4   2 2   33729   6   0   0   0   0   0   0   0   0   0   0   0   0   0   1
